Genero;Idade;Escolaridade;Trabalho;Reg_metrop;Cor;Reg_Urbano;Cart_assinada;Pobreza
Masculino;25;3;1;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Masculino;58;2;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;50;7;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;41;7;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;50;7;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;36;7;9;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;45;5;1;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;77;1;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;42;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;41;7;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;58;5;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;57;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;60;2;6;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;50;7;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;35;5;4;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;46;5;8;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;30;5;2;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;22;5;3;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;22;3;4;Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;55;5;9;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;47;2;6;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;36;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;37;5;7;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;34;5;11;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;39;2;4;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;31;5;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;39;5;2;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;50;2;6;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;54;1;3;Metrop;Branco;Urbano;Outros;Pobreza
Masculino;40;6;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;49;2;3;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;25;6;9;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;60;5;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;31;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;42;5;3;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;50;2;7;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;40;7;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;22;6;8;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;48;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;32;7;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;37;6;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;51;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;54;2;3;Metrop;Branco;Urbano;Sim;Nao
Masculino;32;5;8;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;39;7;9;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;37;7;9;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;72;7;10;Metrop;Branco;Urbano;Nao;Nao
Feminino;68;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;44;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;39;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;26;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;50;4;2;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;55;2;3;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;48;7;9;Metrop;Branco;Urbano;Outros;Nao
Feminino;39;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;24;6;10;Metrop;Branco;Urbano;Outros;Pobreza
Masculino;53;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Feminino;20;6;8;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;64;5;4;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;26;7;8;Metrop;Branco;Urbano;Nao;Nao
Masculino;55;5;2;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;42;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;21;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;33;2;2;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Feminino;47;7;9;Metrop;Branco;Urbano;Outros;Nao
Feminino;37;7;9;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;63;3;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;48;7;9;Metrop;Branco;Urbano;Sim;Nao
Feminino;45;7;10;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;27;7;10;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;65;5;4;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;56;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;37;5;3;Metrop;Branco;Urbano;Nao;Nao
Feminino;29;2;11;Metrop;Branco;Urbano;Nao;Pobreza
Masculino;57;2;6;Metrop;Branco;Urbano;Outros;Pobreza
Feminino;24;5;11;Metrop;Branco;Urbano;Nao;Pobreza
Feminino;42;5;4;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;29;7;9;Metrop;Branco;Urbano;Sim;Nao
Masculino;52;2;4;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;24;5;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;43;2;7;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;52;5;8;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;36;3;8;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;33;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;31;7;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;42;4;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;46;2;6;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;36;5;10;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;56;5;1;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;45;5;9;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;38;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;34;7;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;51;5;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;39;5;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;26;5;10;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;43;2;6;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;51;4;4;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;56;5;11;Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;46;3;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;42;5;3;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;35;5;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;48;2;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;47;7;8;Metrop;Branco;Urbano;Outros;Nao
Masculino;27;5;5;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;33;7;9;Metrop;Branco;Urbano;Sim;Nao
Masculino;64;2;8;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;29;7;4;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;36;6;4;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;38;7;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;33;5;3;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;51;4;10;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;58;3;4;Metrop;Branco;Urbano;Outros;Nao
Masculino;35;4;4;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;42;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;43;6;9;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;42;7;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;45;7;8;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;39;7;8;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;39;7;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;41;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;50;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;38;4;2;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;28;4;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Feminino;41;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;26;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;28;2;4;Metrop;Branco;Urbano;Outros;Nao
Feminino;64;4;11;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;37;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;40;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;63;2;2;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;39;4;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;43;4;5;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;15;3;4;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;37;3;4;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;28;4;10;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;24;7;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;36;7;8;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;32;7;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;42;5;11;Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;41;5;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;50;2;1;Metrop;Branco;Urbano;Nao;Pobreza
Masculino;23;5;4;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;39;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;53;2;11;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;28;6;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;26;5;8;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;24;4;1;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Masculino;21;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Pobreza
Masculino;57;2;9;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;40;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;32;7;7;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;23;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;48;7;8;Metrop;Branco;Urbano;Outros;Nao
Masculino;48;7;4;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;47;5;4;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;62;5;8;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;39;5;10;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;27;5;4;Nao_Metrop;Nao Branco;Rural;Sim;Pobreza
Masculino;36;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;38;5;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;55;2;1;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;50;2;1;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;21;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;50;2;3;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;32;5;9;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;37;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;40;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Pobreza
Masculino;35;5;8;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Masculino;53;2;1;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;45;4;3;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;54;5;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;27;7;9;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;42;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;46;2;1;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Feminino;45;5;10;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;25;5;10;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;23;5;10;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;39;3;2;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;29;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;31;5;4;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;49;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;37;7;5;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;53;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;62;2;8;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;37;5;4;Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;40;5;11;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;59;3;5;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;23;7;4;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;49;4;8;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;51;5;8;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;22;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;35;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;27;5;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;31;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;30;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;50;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;44;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;50;7;8;Metrop;Branco;Urbano;Outros;Nao
Masculino;27;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;43;2;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;42;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;36;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;22;4;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;38;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;40;5;4;Metrop;Branco;Urbano;Sim;Pobreza
Masculino;19;5;9;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;23;3;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;18;3;9;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;41;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;19;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;52;2;8;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;51;5;9;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;35;5;4;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;19;3;4;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;29;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;42;2;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;25;7;9;Metrop;Branco;Urbano;Outros;Nao
Feminino;40;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;38;3;3;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;38;4;3;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;23;3;4;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;42;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;42;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;39;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;19;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;27;7;7;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;21;6;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;33;7;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;32;7;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;36;2;11;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;47;5;4;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;42;3;4;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;40;2;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;45;2;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;35;5;2;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;40;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;26;7;9;Metrop;Branco;Urbano;Nao;Pobreza
Feminino;49;3;4;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;35;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;39;2;7;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;18;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;47;2;4;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;45;6;2;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;40;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;51;2;1;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;45;2;1;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;50;2;1;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;26;2;1;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;43;2;1;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;55;7;10;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;36;5;9;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;47;3;4;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;24;7;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;41;3;4;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;21;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;47;5;9;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;44;5;3;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;24;6;5;Metrop;Branco;Urbano;Outros;Nao
Masculino;40;3;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;30;5;5;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;49;2;3;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;22;5;2;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;37;7;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;39;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;39;5;6;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;33;4;4;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;32;5;7;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;33;3;5;Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;33;5;10;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;21;5;2;Metrop;Branco;Urbano;Sim;Nao
Feminino;38;5;4;Metrop;Branco;Urbano;Nao;Pobreza
Masculino;54;7;2;Metrop;Branco;Urbano;Sim;Nao
Feminino;47;1;8;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;55;2;5;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;41;5;8;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;30;5;1;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;46;2;9;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;40;2;6;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;44;2;10;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;22;5;9;Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;37;5;5;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;37;5;5;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;64;2;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;51;3;2;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;21;3;11;Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;56;2;11;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;52;2;1;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;26;4;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;46;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;39;3;1;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;43;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;59;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;63;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;27;5;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;48;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;52;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;64;5;4;Metrop;Branco;Urbano;Outros;Nao
Feminino;33;7;7;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;45;7;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;30;7;7;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;54;5;7;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;52;5;11;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;57;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;30;7;4;Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;46;5;10;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;25;5;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;33;7;2;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;34;5;2;Metrop;Branco;Urbano;Sim;Nao
Feminino;44;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;32;2;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;18;3;10;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;26;5;4;Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;26;5;2;Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;51;7;9;Metrop;Branco;Urbano;Nao;Nao
Feminino;29;5;9;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;33;2;5;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;54;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;15;3;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;48;7;8;Metrop;Branco;Urbano;Outros;Nao
Masculino;44;7;4;Metrop;Branco;Urbano;Sim;Nao
Masculino;47;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;59;5;3;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;43;2;2;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;24;5;4;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;51;2;11;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;53;2;5;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;40;7;8;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;44;5;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;43;2;10;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;27;5;4;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;56;2;4;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;22;7;9;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;67;4;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;34;4;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;34;4;4;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;41;5;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;43;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;47;5;2;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;20;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;41;2;6;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;48;7;9;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;61;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;61;7;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;67;2;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;33;2;1;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;62;5;9;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;40;2;5;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;62;1;5;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;55;7;8;Metrop;Branco;Urbano;Outros;Nao
Feminino;35;5;4;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;44;2;11;Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;48;5;10;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;22;5;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;60;5;10;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;43;7;4;Metrop;Branco;Urbano;Sim;Nao
Masculino;57;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;39;3;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Feminino;41;7;9;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Masculino;33;5;8;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;49;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;47;5;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Feminino;44;5;11;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;18;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;51;2;11;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;51;2;3;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;34;5;2;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;25;6;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;21;5;8;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;28;5;2;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;36;2;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;39;3;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
