Genero;Idade;Escolaridade;Trabalho;Reg_metrop;Cor;Reg_Urbano;Cart_assinada;Pobreza
Feminino;35;5;10;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;22;2;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;58;4;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;23;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;57;7;9;Nao_Metrop;Branco;Rural;Sim;Pobreza
Masculino;58;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;56;2;11;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;24;5;4;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;20;5;1;Nao_Metrop;Branco;Rural;Nao;Nao
Masculino;40;3;4;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Feminino;56;2;11;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;30;5;4;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;22;5;11;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;49;6;6;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;28;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;33;3;4;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;37;5;7;Metrop;Branco;Urbano;Sim;Nao
Feminino;42;7;9;Metrop;Branco;Urbano;Sim;Nao
Masculino;23;7;9;Metrop;Branco;Urbano;Sim;Nao
Masculino;22;6;7;Metrop;Branco;Urbano;Sim;Nao
Masculino;36;7;1;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;25;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;23;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;45;3;3;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;58;7;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;49;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;45;7;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;21;6;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;27;7;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;22;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;37;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;50;3;11;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;27;7;4;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;30;7;10;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;56;3;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;57;2;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;78;2;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;28;5;6;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;31;7;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;32;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;63;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;55;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;26;7;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;44;3;10;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Feminino;22;6;4;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Feminino;49;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;41;5;2;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;45;5;5;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;45;3;11;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;57;5;7;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;33;5;10;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;36;5;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;35;7;5;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;61;3;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;42;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;47;5;6;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;46;2;1;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;26;6;3;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;37;3;11;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Masculino;43;2;1;Nao_Metrop;Branco;Urbano;Sim;Pobreza
Masculino;37;7;1;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;34;7;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;62;2;1;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;29;5;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;33;5;3;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;38;2;10;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;16;4;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;29;7;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;25;7;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;45;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;30;7;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;54;5;5;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;23;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;57;3;3;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;48;2;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;29;5;3;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;45;2;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;22;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;26;5;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;46;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;41;4;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;37;3;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;40;3;2;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;28;5;8;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Feminino;49;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;22;6;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;25;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;26;5;3;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;59;2;2;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;61;3;10;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Masculino;23;5;2;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;57;3;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;49;2;11;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;35;4;11;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;35;2;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;46;5;5;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;41;5;10;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;49;5;8;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;50;2;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;21;5;6;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;20;4;6;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;18;3;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;40;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;50;2;3;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;19;4;3;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;36;2;3;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Feminino;42;2;11;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;32;5;3;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;38;5;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;45;7;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;22;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;45;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;50;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;41;2;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;50;5;7;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;20;6;7;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Masculino;46;6;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;43;5;10;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;21;5;5;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;56;2;6;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;22;6;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;18;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;56;6;11;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;25;4;6;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;47;7;8;Metrop;Branco;Urbano;Outros;Nao
Feminino;35;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;30;2;3;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;33;2;11;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;53;2;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;48;2;6;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;32;5;10;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;24;5;5;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;28;2;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;52;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Feminino;51;2;10;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;63;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;39;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Pobreza
Masculino;49;2;11;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;52;5;11;Nao_Metrop;Branco;Rural;Sim;Nao
Feminino;24;5;2;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;18;5;4;Nao_Metrop;Branco;Rural;Nao;Nao
Masculino;54;2;11;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Feminino;47;2;2;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Masculino;26;5;2;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;19;5;11;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;38;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Feminino;34;4;2;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;37;3;2;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;59;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;29;5;2;Nao_Metrop;Branco;Rural;Sim;Nao
Feminino;32;5;11;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;39;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;44;5;11;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;21;5;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;28;5;7;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;60;2;11;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;33;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;53;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;31;3;3;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Masculino;49;7;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;30;7;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;64;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;61;2;10;Metrop;Branco;Urbano;Outros;Nao
Masculino;60;5;2;Metrop;Branco;Urbano;Nao;Nao
Feminino;45;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;68;3;2;Metrop;Branco;Urbano;Outros;Nao
Feminino;40;7;4;Metrop;Branco;Urbano;Sim;Nao
Masculino;29;7;7;Metrop;Branco;Urbano;Sim;Nao
Masculino;29;7;2;Metrop;Branco;Urbano;Sim;Nao
Masculino;38;7;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;62;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;36;7;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;58;7;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;25;7;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;58;5;3;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;57;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;68;5;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;40;6;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;60;5;10;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;33;7;9;Nao_Metrop;Branco;Rural;Nao;Nao
Masculino;34;5;8;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;38;5;2;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;32;7;7;Metrop;Branco;Urbano;Sim;Nao
Masculino;31;7;7;Metrop;Branco;Urbano;Outros;Nao
Masculino;30;7;7;Metrop;Branco;Urbano;Sim;Nao
Feminino;47;7;7;Metrop;Branco;Urbano;Outros;Nao
Masculino;30;7;7;Metrop;Branco;Urbano;Sim;Nao
Masculino;30;7;7;Metrop;Branco;Urbano;Outros;Nao
Feminino;26;5;7;Metrop;Branco;Urbano;Outros;Nao
Feminino;36;7;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;52;7;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;49;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;52;7;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;59;7;7;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;63;5;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;43;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;31;5;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;30;6;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;34;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;55;4;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;52;4;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;20;6;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;59;3;3;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;21;2;3;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Masculino;23;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;45;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;47;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;19;6;10;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;31;5;8;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;49;2;3;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;43;7;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;39;7;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;56;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;42;4;7;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;43;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;17;4;8;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Masculino;41;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;34;4;11;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;51;4;11;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Masculino;28;5;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;49;7;8;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;39;7;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;52;2;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;54;2;11;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;27;3;9;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;23;3;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;35;6;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;56;7;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;39;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;55;2;11;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;44;2;11;Nao_Metrop;Branco;Rural;Sim;Nao
Feminino;33;2;10;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;51;3;11;Nao_Metrop;Branco;Rural;Nao;Nao
Feminino;43;2;11;Nao_Metrop;Branco;Rural;Nao;Nao
Masculino;28;5;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;39;7;5;Metrop;Branco;Urbano;Nao;Nao
Masculino;49;4;4;Metrop;Branco;Urbano;Outros;Pobreza
Masculino;33;7;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;26;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;54;5;9;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;30;5;2;Metrop;Branco;Urbano;Sim;Nao
Feminino;23;7;7;Metrop;Branco;Urbano;Sim;Nao
Feminino;34;6;4;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;50;2;10;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;41;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;18;5;2;Metrop;Branco;Urbano;Sim;Nao
Feminino;31;7;9;Metrop;Branco;Urbano;Outros;Nao
Feminino;47;5;11;Nao_Metrop;Branco;Rural;Nao;Pobreza
Masculino;52;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Feminino;48;2;11;Nao_Metrop;Branco;Rural;Nao;Nao
Masculino;26;4;1;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;43;2;5;Nao_Metrop;Branco;Rural;Outros;Pobreza
Masculino;53;2;1;Nao_Metrop;Branco;Rural;Nao;Nao
Feminino;28;7;9;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;29;5;2;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;31;6;2;Metrop;Branco;Urbano;Sim;Nao
Masculino;33;7;2;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;32;7;9;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;48;2;11;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;28;7;5;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;43;4;4;Metrop;Nao Branco;Rural;Outros;Nao
Feminino;43;2;4;Metrop;Nao Branco;Rural;Outros;Nao
Masculino;63;4;1;Metrop;Nao Branco;Rural;Outros;Nao
Masculino;44;3;3;Metrop;Nao Branco;Rural;Sim;Nao
Feminino;30;4;2;Metrop;Nao Branco;Rural;Outros;Nao
Masculino;56;2;3;Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;38;7;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;35;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;32;7;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;30;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;26;4;10;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Masculino;36;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;47;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;37;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;29;7;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;23;6;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;39;7;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;33;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;54;2;7;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;18;2;4;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;47;1;3;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;50;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;18;5;4;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;41;5;9;Metrop;Branco;Urbano;Sim;Nao
Masculino;41;7;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;53;2;10;Metrop;Branco;Urbano;Outros;Nao
Masculino;27;7;4;Metrop;Branco;Urbano;Sim;Nao
Feminino;18;5;5;Metrop;Branco;Urbano;Sim;Pobreza
Masculino;47;5;5;Metrop;Branco;Urbano;Outros;Nao
Feminino;47;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;35;2;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;43;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;21;5;4;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;32;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;50;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;23;7;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;43;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;31;5;2;Nao_Metrop;Branco;Urbano;Sim;Pobreza
Feminino;43;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;37;7;7;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;43;3;11;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;34;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;26;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;22;3;3;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;42;5;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;75;2;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;49;5;11;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;36;5;11;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;36;2;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;35;6;9;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;61;2;11;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;36;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;59;2;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;22;5;3;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;72;5;10;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;29;5;5;Metrop;Branco;Urbano;Outros;Nao
Feminino;54;7;5;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;49;5;4;Metrop;Branco;Urbano;Sim;Nao
Feminino;20;5;4;Metrop;Branco;Urbano;Nao;Nao
Feminino;51;5;4;Metrop;Branco;Urbano;Sim;Nao
Masculino;39;5;8;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;55;3;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;59;2;11;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;49;5;4;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;27;7;9;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;33;7;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;22;5;4;Metrop;Branco;Urbano;Sim;Nao
Masculino;57;5;7;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;36;5;4;Metrop;Branco;Urbano;Sim;Nao
Masculino;27;4;4;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;38;5;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;31;7;7;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;61;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;47;7;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;54;7;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;43;2;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;39;6;9;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;45;2;11;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;43;7;5;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;32;7;10;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;28;7;10;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;48;2;7;Metrop;Branco;Urbano;Sim;Nao
Feminino;25;6;7;Metrop;Branco;Urbano;Nao;Nao
Feminino;51;5;4;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;36;5;2;Metrop;Branco;Urbano;Sim;Nao
Masculino;15;3;4;Metrop;Branco;Urbano;Sim;Nao
Masculino;41;5;2;Metrop;Branco;Urbano;Sim;Nao
Masculino;52;2;6;Metrop;Branco;Urbano;Sim;Nao
Feminino;50;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;23;6;3;Metrop;Branco;Urbano;Nao;Pobreza
Masculino;67;2;3;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Masculino;33;2;1;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;32;3;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;41;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;46;2;1;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;50;1;11;Metrop;Branco;Rural;Sim;Pobreza
Masculino;54;2;11;Metrop;Branco;Rural;Sim;Nao
Masculino;46;2;11;Metrop;Nao Branco;Rural;Sim;Pobreza
Masculino;51;2;11;Metrop;Nao Branco;Rural;Nao;Nao
Masculino;26;3;11;Metrop;Nao Branco;Rural;Nao;Nao
Masculino;21;5;11;Metrop;Branco;Rural;Sim;Nao
Masculino;74;7;3;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Feminino;48;7;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;39;3;3;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;47;2;2;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;32;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;30;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;28;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;33;2;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;33;2;1;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;44;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;71;4;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;41;7;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;67;2;3;Nao_Metrop;Branco;Urbano;Outros;Nao
